family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,recursive,0.017901335042644916,0.0089021436366456905,0.23956686152151008,2.0109016180051329,0.058873728693634164,0.021129557539376991,0.046608100354439894,0.021942545558029748,1.0145744326358083e-15,0.017901335042644021,0.0089021436366452968,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,direct,3.5958802678480225e-14,1.7881930352292572e-14,4.3876013933186186e-13,2.0109016180051329,7.7993600737738932e-14,2.7991606970690145e-14,7.9631759202488518e-14,4.7769716947085175e-14,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,fe_geometry,9.8835459368664175e-14,4.9149823384553016e-14,9.8410168902773876e-13,2.0109016180051329,1.5507943140720709e-13,5.5657418712920002e-14,1.5716909993399626e-13,8.9177167748920894e-14,1.0145744326358083e-15,8.8491459125877808e-14,4.4005862014106973e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,recursive,0.0025921608220836273,0.0014741454323173911,0.022718640344269403,1.7584159372991373,0.0065525785544830418,0.0031736620857013976,0.0079537865768832434,0.0043791378358319193,1.0145744326358083e-15,0.002592160822083286,0.001474145432317201,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,direct,2.5238138062829987e-14,1.4352769175645011e-14,2.9043434324194095e-13,1.7584159372991373,4.565451826418919e-14,2.2112213146516072e-14,6.0355825656304236e-14,3.7765913244654567e-14,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,fe_geometry,6.1585479626566323e-14,3.5023271980325301e-14,8.1179507560591446e-13,1.7584159372991373,1.0897443561327443e-13,5.2780448451081935e-14,1.2132996063091667e-13,7.6489779111133493e-14,1.0145744326358083e-15,6.7317379949507161e-14,3.8282967369429315e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xx,recursive,2.7555046214862879,0.14662331904872358,47.542076489562504,18.793085843123094,10.437147235248732,0.26167341544771372,1.3818165496086872,0.60824511919257862,1.0145744326358083e-15,2.7555046214857519,0.14662331904870224,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xx,direct,1.2637642098811604e-12,6.7246231961612956e-14,1.659827830735594e-11,18.793085843123094,2.7141363592278685e-12,6.8047074080875857e-14,1.6944318504630365e-12,6.888333886665209e-13,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xx,fe_geometry,7.4384194385314585e-12,3.9580617577253183e-13,3.1019453672342934e-10,18.793085843123094,2.8505928893288776e-11,7.1468224083539773e-13,1.0155787133576608e-11,3.6974866111188139e-12,1.0145744326358083e-15,7.608863383183418e-12,4.0487567857133393e-13,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xy,recursive,0.0065997070378134579,0.0056686556356482041,0.15513725371188514,1.1642455393321469,0.021742747866015374,0.0147330460578991,0.017237121555639202,0.0089864074288253364,1.0145744326358083e-15,0.0065997070378094637,0.0056686556356448725,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xy,direct,5.9856816567759755e-13,5.1412536742116939e-13,9.8734354025964421e-12,1.1642455393321469,1.2446826223177806e-12,8.4340611016960433e-13,1.6460211552402378e-12,9.5891411468347929e-13,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,xy,fe_geometry,1.3496014947544764e-12,1.1592069277144547e-12,9.467981954003335e-11,1.1642455393321469,5.0714943190035156e-12,3.4364818947765097e-12,4.6948516308313136e-12,1.9894179282050355e-12,1.0145744326358083e-15,1.3090082745154873e-12,1.1243403820695799e-12,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,yy,recursive,0.22805968153638692,0.03513717002721712,2.4351573713685504,6.4905534896445198,0.59146105564881468,0.069560975665088398,0.16137306402625945,0.079463675358069488,1.0145744326358083e-15,0.22805968153631209,0.035137170027206538,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0028543779335450381,0.12882392064784653
